taxonomy,raw_code,raw_desc,desc_key,n,clean_code,clean_desc,code_valid,is_placeholder,mapping_reason
division,2.0,SILVICULTURA Y EXPLOTACION FORESTAL,SILVICULTURA Y EXPLOTACION FORESTAL,6,2,SILVICULTURA Y EXPLOTACION FORESTAL,True,False,numeric_normalized
division,39.0,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,24,39,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,True,False,numeric_normalized
division,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",472102,4721O2,34,NAN,SIN ACTIVIDAD PTE. DE CODIFICAR,False,False,description_remap
division,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",471101,4711O1,26,NAN,SIN ACTIVIDAD PTE. DE CODIFICAR,False,False,description_remap
division,1,"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS",AGRICULTURA GANADERIA CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS,47,1,"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS",True,False,exact_valid
division,2,SILVICULTURA Y EXPLOTACION FORESTAL,SILVICULTURA Y EXPLOTACION FORESTAL,5,2,SILVICULTURA Y EXPLOTACION FORESTAL,True,False,exact_valid
division,50,TRANSPORTE MARITIMO Y POR VIAS NAVEGABLES INTERIORES,TRANSPORTE MARITIMO Y POR VIAS NAVEGABLES INTERIORES,4,50,TRANSPORTE MARÍTIMO Y POR VÍAS NAVEGABLES INTERIORES,True,False,exact_valid
division,6,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,10,6,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,True,False,exact_valid
division,47,"COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS,1798528,47,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",True,False,exact_valid
division,79,"ACTIVIDADES DE AGENCIAS DE VIAJES, OPERADORES TURÍSTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES RELACIONADAS CON LOS MISMOS",ACTIVIDADES DE AGENCIAS DE VIAJES OPERADORES TURISTICOS SERVICIOS DE RESERVAS Y ACTIVIDADES RELACIONADAS CON LOS MISMOS,26978,79,"ACTIVIDADES DE AGENCIAS DE VIAJES, OPERADORES TURISTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES RELACIONADAS CON LOS MISMOS",True,False,exact_valid
division,18,ARTES GRÁFICAS Y REPRODUCCIÓN DE SOPORTES GRABADOS,ARTES GRAFICAS Y REPRODUCCION DE SOPORTES GRABADOS,27997,18,ARTES GRAFICAS Y REPRODUCCION DE SOPORTES GRABADOS,True,False,exact_valid
division,95,"REPARACIÓN DE ORDENADORES, EFECTOS PERSONALES Y ARTÍCULOS DE USO DOMÉSTICO",REPARACION DE ORDENADORES EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO,83544,95,"REPARACION DE ORDENADORES, EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO",True,False,exact_valid
division,14,CONFECCIÓN DE PRENDAS DE VESTIR,CONFECCION DE PRENDAS DE VESTIR,15677,14,CONFECCION DE PRENDAS DE VESTIR,True,False,exact_valid
division,39,ACTIVIDADES DE DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE RESIDUOS,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,507,39,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,True,False,exact_valid
division,74,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS,42694,74,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",True,False,exact_valid
division,49,TRANSPORTE TERRESTRE Y POR TUBERÍA,TRANSPORTE TERRESTRE Y POR TUBERIA,10573,49,TRANSPORTE TERRESTRE Y POR TUBERIA,True,False,exact_valid
division,10,INDUSTRIA DE LA ALIMENTACIÓN,INDUSTRIA DE LA ALIMENTACION,22714,10,INDUSTRIA DE LA ALIMENTACION,True,False,exact_valid
division,41,PROMOCIÓN Y CONSTRUCCIÓN DE EDIFICIOS,PROMOCION Y CONSTRUCCION DE EDIFICIOS,34511,41,PROMOCION Y CONSTRUCCION DE EDIFICIOS,True,False,exact_valid
division,80,ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,ACTIVIDADES DE SEGURIDAD E INVESTIGACION,3407,80,ACTIVIDADES DE SEGURIDAD E INVESTIGACION,True,False,exact_valid
division,21,FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS,FABRICACION DE PRODUCTOS FARMACEUTICOS,815,21,FABRICACION DE PRODUCTOS FARMACEUTICOS,True,False,exact_valid
division,28,FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,FABRICACION DE MAQUINARIA Y EQUIPO N C O P,1926,28,FABRICACION DE MAQUINARIA Y EQUIPO N.C.O.P.,True,False,exact_valid
division,42,INGENIERÍA CIVIL,INGENIERIA CIVIL,2762,42,INGENIERIA CIVIL,True,False,exact_valid
division,24,"METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, ACERO Y FERROALEACIONES",METALURGIA FABRICACION DE PRODUCTOS DE HIERRO ACERO Y FERROALEACIONES,473,24,"METALURGIA; FABRICACION DE PRODUCTOS DE HIERRO, ACERO Y FERROALEACIONES",True,False,exact_valid
division,-1,VALOR NULO EN ORIGEN,VALOR NULO EN ORIGEN,937838,-1,VALOR NULO EN ORIGEN,False,True,placeholder
division,11,FABRICACIÓN DE BEBIDAS,FABRICACION DE BEBIDAS,627,11,FABRICACIÓN DE BEBIDAS,True,False,exact_valid
division,07,EXTRACCIÓN DE MINERALES METÁLICOS,EXTRACCION DE MINERALES METALICOS,16,7,EXTRACCIÓN DE MINERALES METÁLICOS,True,False,numeric_normalized
epigrafe,477201,COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS,COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS,140390,477201,COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS,True,False,exact_valid
epigrafe,952005,REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N C O P,55604,952005,REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,True,False,exact_valid
epigrafe,472402,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,100915,472402,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,True,False,exact_valid
epigrafe,472907,COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,64106,472907,COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,True,False,exact_valid
epigrafe,960203,CENTRO DE ESTETICA,CENTRO DE ESTETICA,258695,960203,CENTRO DE ESTETICA,True,False,exact_valid
epigrafe,452002,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,202373,452002,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,True,False,exact_valid
epigrafe,960201,SERVICIO DE PELUQUERIA,SERVICIO DE PELUQUERIA,670144,960201,SERVICIO DE PELUQUERIA,True,False,exact_valid
epigrafe,960101,LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL,LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL,83022,960101,LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL,True,False,exact_valid
epigrafe,475905,COMERCIO AL POR MENOR DE COLCHONERIA,COMERCIO AL POR MENOR DE COLCHONERIA,22709,475905,COMERCIO AL POR MENOR DE COLCHONERIA,True,False,exact_valid
epigrafe,472102,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,316109,472102,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,True,False,exact_valid
epigrafe,472401,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,134260,472401,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,True,False,exact_valid
epigrafe,476403,COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,39574,476403,COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,True,False,exact_valid
epigrafe,561006,CAFETERIA,CAFETERIA,408293,561006,CAFETERIA,True,False,exact_valid
epigrafe,471101,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS BEBIDAS Y TABACO AUTOSERVICIO,294889,471101,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",True,False,exact_valid
epigrafe,861002,CLINICAS MEDICAS,CLINICAS MEDICAS,75784,861002,CLINICAS MEDICAS,True,False,exact_valid
epigrafe,960202,INSTITUTO DE BELLEZA,INSTITUTO DE BELLEZA,59553,960202,INSTITUTO DE BELLEZA,True,False,exact_valid
epigrafe,476201,"COMERCIO AL POR MENOR DE PERIODICOS, REVISTAS Y ARTICULOS DE PAPELERIA",COMERCIO AL POR MENOR DE PERIODICOS REVISTAS Y ARTICULOS DE PAPELERIA,91734,476201,"COMERCIO AL POR MENOR DE PERIODICOS, REVISTAS Y ARTICULOS DE PAPELERIA",True,False,exact_valid
epigrafe,477501,COMERCIO AL POR MENOR DE ARTICULOS DE PERFUMERIA Y COSMETICA,COMERCIO AL POR MENOR DE ARTICULOS DE PERFUMERIA Y COSMETICA,98947,477501,COMERCIO AL POR MENOR DE ARTICULOS DE PERFUMERIA Y COSMETICA,True,False,exact_valid
epigrafe,474102,"COMERCIO AL POR MENOR DE PRODUCTOS INFORMATICOS (ORDENADORES, PROGRAMAS Y EQUIPOS PERIFERICOS)",COMERCIO AL POR MENOR DE PRODUCTOS INFORMATICOS ORDENADORES PROGRAMAS Y EQUIPOS PERIFERICOS,10445,474102,"COMERCIO AL POR MENOR DE PRODUCTOS INFORMATICOS (ORDENADORES, PROGRAMAS, EQUIPOS PERIFERICOS Y CONSUMIBLES)",True,False,exact_valid
epigrafe,472301,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS CON OBRADOR (INCLUYE COCCION),COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS CON OBRADOR INCLUYE COCCION,10818,472301,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS CON OBRADOR (INCLUYE COCCION),True,False,exact_valid
epigrafe,475901,COMERCIO AL POR MENOR DE MUEBLES,COMERCIO AL POR MENOR DE MUEBLES,95303,475901,COMERCIO AL POR MENOR DE MUEBLES,True,False,exact_valid
epigrafe,472901,COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,72298,472901,COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,True,False,exact_valid
epigrafe,472405,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",COMERCIO AL POR MENOR DE PASTELERIA CONFITERIA REPOSTERIA SIN OBRADOR,45753,472405,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",True,False,exact_valid
epigrafe,454001,MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y VENTA DE SUS REPUESTOS Y ACCESORIOS,MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y VENTA DE SUS REPUESTOS Y ACCESORIOS,22783,454001,MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y VENTA DE SUS REPUESTOS Y ACCESORIOS,True,False,exact_valid
epigrafe,000000,LOCAL SIN ACTIVIDAD,LOCAL SIN ACTIVIDAD,221956,0,LOCAL SIN ACTIVIDAD,False,True,placeholder
epigrafe,472905,COMERCIO AL POR MENOR DE CONGELADOS,COMERCIO AL POR MENOR DE CONGELADOS,39534,472905,COMERCIO AL POR MENOR DE CONGELADOS,True,False,exact_valid
epigrafe,852001,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,33033,852001,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,True,False,exact_valid
epigrafe,472201,COMERCIO AL POR MENOR DE CARNICERIA,COMERCIO AL POR MENOR DE CARNICERIA,145231,472201,COMERCIO AL POR MENOR DE CARNICERIA,True,False,exact_valid
epigrafe,472207,COMERCIO AL POR MENOR DE CASQUERIA,COMERCIO AL POR MENOR DE CASQUERIA,18958,472207,COMERCIO AL POR MENOR DE CASQUERIA,True,False,exact_valid
epigrafe,477806,COMERCIO AL POR MENOR DE MATERIAL DE OPTICA,COMERCIO AL POR MENOR DE MATERIAL DE OPTICA,79599,477806,COMERCIO AL POR MENOR DE MATERIAL DE OPTICA,True,False,exact_valid
epigrafe,881001,ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES Y DISCAPACITADOS,ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES Y DISCAPACITADOS,51585,881001,ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES Y DISCAPACITADOS,True,False,exact_valid
epigrafe,472302,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,114162,472302,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,True,False,exact_valid
epigrafe,960205,CENTROS DE BRONCEADO,CENTROS DE BRONCEADO,30029,960205,CENTROS DE BRONCEADO,True,False,exact_valid
epigrafe,471902,"COMERCIO AL POR MENOR DE PRODUCTOS DE PRECIO UNICO, BAZARES Y ASIMILABLES",COMERCIO AL POR MENOR DE PRODUCTOS DE PRECIO UNICO BAZARES Y ASIMILABLES,176870,471902,"COMERCIO AL POR MENOR DE PRODUCTOS DE PRECIO UNICO, BAZARES Y ASIMILABLES",True,False,exact_valid
epigrafe,472407,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,111533,472407,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,True,False,exact_valid
epigrafe,471104,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,117344,471104,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,True,False,exact_valid
epigrafe,472904,COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,22394,472904,COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,True,False,exact_valid
epigrafe,467001,"COMERCIO AL POR MAYOR DE METALES FERREOS Y NO FERREOS, MATERIAL DE CONSTRUCCION, PAPEL Y CARTON",COMERCIO AL POR MAYOR DE METALES FERREOS Y NO FERREOS MATERIAL DE CONSTRUCCION PAPEL Y CARTON,31375,467001,"COMERCIO AL POR MAYOR DE METALES FERREOS Y NO FERREOS, MATERIAL DE CONSTRUCCION, PAPEL Y CARTON",True,False,exact_valid
epigrafe,477807,SALA DE EXPOSICIONES Y GALERIAS DE ARTE CON VENTA,SALA DE EXPOSICIONES Y GALERIAS DE ARTE CON VENTA,23664,477807,SALA DE EXPOSICIONES Y GALERIAS DE ARTE CON VENTA,True,False,exact_valid
epigrafe,464901,COMERCIO AL POR MAYOR DE JUGUETES Y ARTICULOS DE DEPORTE,COMERCIO AL POR MAYOR DE JUGUETES Y ARTICULOS DE DEPORTE,2873,464901,COMERCIO AL POR MAYOR DE JUGUETES Y ARTICULOS DE DEPORTE,True,False,exact_valid
epigrafe,472910,"COMERCIO AL POR MENOR DE CAFE, INFUSIONES Y CHOCOLATE",COMERCIO AL POR MENOR DE CAFE INFUSIONES Y CHOCOLATE,14473,472910,"COMERCIO AL POR MENOR DE CAFE, INFUSIONES Y CHOCOLATE",True,False,exact_valid
epigrafe,477701,"COMERCIO AL POR MENOR DE JOYAS, RELOJERIA Y BISUTERIA",COMERCIO AL POR MENOR DE JOYAS RELOJERIA Y BISUTERIA,141966,477701,"COMERCIO AL POR MENOR DE JOYAS, RELOJERIA Y BISUTERIA",True,False,exact_valid
epigrafe,472203,COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,COMERCIO AL POR MENOR DE CARNICERIA CHARCUTERIA,28842,472203,COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,True,False,exact_valid
epigrafe,472206,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",COMERCIO AL POR MENOR DE AVES HUEVOS Y CAZA SIN OBRADOR,104719,472206,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",True,False,exact_valid
epigrafe,960902,TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),TRATAMIENTO HIGIENICO DE ANIMALES PELUQUERIAS,30044,960902,TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),True,False,exact_valid
epigrafe,471103,TIENDA DE CONVENIENCIA (24H),TIENDA DE CONVENIENCIA 24H,6455,471103,TIENDA DE CONVENIENCIA (24H),True,False,exact_valid
epigrafe,472906,COMERCIO AL POR MENOR DE GOLOSINAS,COMERCIO AL POR MENOR DE GOLOSINAS,10469,472906,COMERCIO AL POR MENOR DE GOLOSINAS,True,False,exact_valid
epigrafe,471102,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (GRANDES SUPERFICIES)",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS BEBIDAS Y TABACO GRANDES SUPERFICIES,14598,471102,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (GRANDES SUPERFICIES)",True,False,exact_valid
epigrafe,474302,COMERCIO AL POR MENOR DE MATERIAL ELECTRONICO,COMERCIO AL POR MENOR DE MATERIAL ELECTRONICO,31684,474302,COMERCIO AL POR MENOR DE MATERIAL ELECTRONICO,True,False,exact_valid
epigrafe,551002,HOTELES Y MOTELES SIN RESTAURANTE,HOTELES Y MOTELES SIN RESTAURANTE,6315,551002,HOTELES Y MOTELES SIN RESTAURANTE,True,False,exact_valid
epigrafe,562901,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS OFICINAS EMPRESAS O SIMILARES,28109,562901,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",True,False,exact_valid
epigrafe,521001,DEPOSITO Y ALMACENAMIENTO,DEPOSITO Y ALMACENAMIENTO,203212,521001,DEPOSITO Y ALMACENAMIENTO,True,False,exact_valid
epigrafe,870001,"ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA MAYORES, DISCAPACITADOS, DROGODEPENDIENTES, CENTROS DE CONVALECENCIA, PERSONAS SIN HOGAR",ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA MAYORES DISCAPACITADOS DROGODEPENDIENTES CENTROS DE CONVALECENCIA PERSONAS SIN HOGAR,46364,870001,"ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA MAYORES, DISCAPACITADOS, DROGODEPENDIENTES, CENTROS DE CONVALECENCIA, PERSONAS SIN HOGAR",True,False,exact_valid
epigrafe,475401,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS,32050,475401,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS,True,False,exact_valid
epigrafe,522002,APARCAMIENTOS PUBLICOS,APARCAMIENTOS PUBLICOS,50416,522002,APARCAMIENTOS PUBLICOS,True,False,exact_valid
epigrafe,475101,COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR,COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR,79320,475101,COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR,True,False,exact_valid
epigrafe,310002,CARPINTERIA Y EBANISTERIA,CARPINTERIA Y EBANISTERIA,25267,310002,CARPINTERIA Y EBANISTERIA,True,False,exact_valid
epigrafe,661002,CAMBIO Y ENVIO DE MONEDA,CAMBIO Y ENVIO DE MONEDA,19000,661002,CAMBIO Y ENVIO DE MONEDA,True,False,exact_valid
epigrafe,475202,COMERCIO AL POR MENOR DE MATERIALES DE CONSTRUCCION,COMERCIO AL POR MENOR DE MATERIALES DE CONSTRUCCION,27809,475202,COMERCIO AL POR MENOR DE MATERIALES DE CONSTRUCCION,True,False,exact_valid
epigrafe,869001,CONSULTA DE PROTESICOS E HIGIENISTAS DENTALES,CONSULTA DE PROTESICOS E HIGIENISTAS DENTALES,20869,869001,CONSULTA DE PROTESICOS E HIGIENISTAS DENTALES,True,False,exact_valid
epigrafe,473001,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS,22020,473001,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS,True,False,exact_valid
epigrafe,563006,CIBER-CAFE,CIBER CAFE,1042,563006,CIBER-CAFE,True,False,exact_valid
epigrafe,932001,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA,5931,932001,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA,True,False,exact_valid
epigrafe,476101,COMERCIO AL POR MENOR DE LIBROS,COMERCIO AL POR MENOR DE LIBROS,61068,476101,COMERCIO AL POR MENOR DE LIBROS,True,False,exact_valid
epigrafe,750004,CONSULTORIO VETERINARIO CON TRATAMIENTO HIGIENICO ANIMAL,CONSULTORIO VETERINARIO CON TRATAMIENTO HIGIENICO ANIMAL,6576,750004,CONSULTORIO VETERINARIO CON TRATAMIENTO HIGIENICO ANIMAL,True,False,exact_valid
epigrafe,952002,REPARACION DE CALZADO,REPARACION DE CALZADO,47463,952002,REPARACION DE CALZADO,True,False,exact_valid
epigrafe,869009,"SERVICIOS PARASANITARIOS (NATUROPATIA, ACUPUNTURA, HOMEOPATIA)",SERVICIOS PARASANITARIOS NATUROPATIA ACUPUNTURA HOMEOPATIA,22450,869009,"SERVICIOS PARASANITARIOS (NATUROPATIA, ACUPUNTURA, HOMEOPATIA)",True,False,exact_valid
epigrafe,472909,"COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA SIN OBRADOR",COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS CHURRERIA SIN OBRADOR,1123,472909,"COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA SIN OBRADOR",True,False,exact_valid
epigrafe,852002,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,15155,852002,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,True,False,exact_valid
epigrafe,851007,CENTROS PUBLICOS DE EDUCACION PRIMARIA,CENTROS PUBLICOS DE EDUCACION PRIMARIA,5271,851007,CENTROS PUBLICOS DE EDUCACION PRIMARIA,True,False,exact_valid
epigrafe,477401,COMERCIO AL POR MENOR DE PRODUCTOS PARAFARMACEUTICOS,COMERCIO AL POR MENOR DE PRODUCTOS PARAFARMACEUTICOS,8774,477401,COMERCIO AL POR MENOR DE PRODUCTOS PARAFARMACEUTICOS,True,False,exact_valid
epigrafe,451001,COMERCIO DE VEHICULOS DE MOTOR NUEVOS,COMERCIO DE VEHICULOS DE MOTOR NUEVOS,39057,451001,COMERCIO DE VEHICULOS DE MOTOR NUEVOS,True,False,exact_valid
epigrafe,477301,FARMACIA,FARMACIA,237855,477301,FARMACIA,True,False,exact_valid
epigrafe,931010,PISCINAS DE COMUNIDADES DE VECINOS,PISCINAS DE COMUNIDADES DE VECINOS,182,931010,PISCINAS DE COMUNIDADES DE VECINOS DE TEMPORADA,True,False,exact_valid
epigrafe,325001,FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS,FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS,26224,325001,FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS,True,False,exact_valid
epigrafe,610001,TELECOMUNICACIONES,TELECOMUNICACIONES,24972,610001,TELECOMUNICACIONES,True,False,exact_valid
epigrafe,563003,BAR ESPECIAL CON ACTUACIONES,BAR ESPECIAL CON ACTUACIONES,10607,563003,BAR ESPECIAL CON ACTUACIONES,True,False,exact_valid
epigrafe,855003,ENSEÑANZA DE IDIOMAS,ENSENANZA DE IDIOMAS,40715,855003,ENSEÑANZA DE IDIOMAS,True,False,exact_valid
