epigrafe_code,epigrafe_desc,display_label,web_category,web_supercategory,macro_category_code,macro_category_name,macro_category_definition,investable,macro_mapping_rule,source_rows,needs_manual_review
475401,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS,Electrodomésticos,Electrónica y telecom,Retail especializado,electronics_telecom,Electrónica y telecom,"Electrónica de consumo, electrodomésticos, informática y telefonía.",True,display_label,32050,False
474302,COMERCIO AL POR MENOR DE MATERIAL ELECTRONICO,Electrónica,Electrónica y telecom,Retail especializado,electronics_telecom,Electrónica y telecom,"Electrónica de consumo, electrodomésticos, informática y telefonía.",True,display_label,31684,False
477805,COMERCIO AL POR MENOR DE MATERIAL FOTOGRAFICO Y FOTOGRAFIA,Electrónica y telecom,Electrónica y telecom,Retail especializado,electronics_telecom,Electrónica y telecom,"Electrónica de consumo, electrodomésticos, informática y telefonía.",True,web_category,29254,False
474102,"COMERCIO AL POR MENOR DE PRODUCTOS INFORMATICOS (ORDENADORES, PROGRAMAS, EQUIPOS PERIFERICOS Y CONSUMIBLES)",Informática,Electrónica y telecom,Retail especializado,electronics_telecom,Electrónica y telecom,"Electrónica de consumo, electrodomésticos, informática y telefonía.",True,display_label,30196,False
474201,COMERCIO AL POR MENOR DE PRODUCTOS DE TELEFONIA Y TELECOMUNICACIONES,Telefonía,Electrónica y telecom,Retail especializado,electronics_telecom,Electrónica y telecom,"Electrónica de consumo, electrodomésticos, informática y telefonía.",True,display_label,89568,False
472502,COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO,Bodega,Especialistas de alimentación,Alimentación,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,21191,False
472910,"COMERCIO AL POR MENOR DE CAFE, INFUSIONES Y CHOCOLATE",Café e infusiones,Especialistas de alimentación,Alimentación,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,14473,False
472905,COMERCIO AL POR MENOR DE CONGELADOS,Congelados,Especialistas de alimentación,Alimentación,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,39534,False
472907,COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,Frutos secos y encurtidos,Especialistas de alimentación,Alimentación,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,64106,False
472906,COMERCIO AL POR MENOR DE GOLOSINAS,Golosinas,Especialistas de alimentación,Alimentación,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,10469,False
472902,COMERCIO AL POR MENOR DE HELADOS CON OBRADOR CON BARRA DE DEGUSTACION,Heladería,Bar y cafetería,Hostelería,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,7889,False
472903,COMERCIO AL POR MENOR DE HELADOS CON OBRADOR SIN BARRA DE DEGUSTACION,Heladería,Bar y cafetería,Hostelería,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,4341,False
472904,COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,Heladería,Especialistas de alimentación,Alimentación,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,22394,False
47800101,SITUADOS: HELADOS Y/O BEBIDAS REFRESCANTES,Heladería,Bar y cafetería,Hostelería,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,3203,False
472501,"COMERCIO AL POR MENOR DE LECHE, PRODUCTOS LACTEOS Y BEBIDAS REFRESCANTES",Lácteos y bebidas,Especialistas de alimentación,Alimentación,food_specialty,Especialistas de alimentación,"Negocios especializados en café, bodega, lácteos, congelados, frutos secos, chuches u otras categorías gourmet.",True,display_label,10769,False
477301,FARMACIA,Farmacia,Salud retail,Salud y bienestar,pharmacy_optics,"Farmacia, óptica y salud retail","Farmacias, ópticas, herbolarios y retail sanitario de alta recurrencia.",True,display_label,237855,False
472901,COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,Herbolario,Salud retail,Salud y bienestar,pharmacy_optics,"Farmacia, óptica y salud retail","Farmacias, ópticas, herbolarios y retail sanitario de alta recurrencia.",True,display_label,72298,False
477402,COMERCIO AL POR MENOR DE ARTICULOS ORTOPEDICOS,Salud retail,Salud retail,Salud y bienestar,pharmacy_optics,"Farmacia, óptica y salud retail","Farmacias, ópticas, herbolarios y retail sanitario de alta recurrencia.",True,display_label,16376,False
477403,COMERCIO AL POR MENOR DE INSTRUMENTOS MEDICOS Y ORTOPEDICOS,Salud retail,Salud retail,Salud y bienestar,pharmacy_optics,"Farmacia, óptica y salud retail","Farmacias, ópticas, herbolarios y retail sanitario de alta recurrencia.",True,display_label,12576,False
477801,COMERCIO AL POR MENOR DE PRODUCTOS DE DROGUERIA,Salud retail,Salud retail,Salud y bienestar,pharmacy_optics,"Farmacia, óptica y salud retail","Farmacias, ópticas, herbolarios y retail sanitario de alta recurrencia.",True,display_label,40008,False
477806,COMERCIO AL POR MENOR DE MATERIAL DE OPTICA,Óptica,Salud retail,Salud y bienestar,pharmacy_optics,"Farmacia, óptica y salud retail","Farmacias, ópticas, herbolarios y retail sanitario de alta recurrencia.",True,display_label,79599,False
475204,COMERCIO AL POR MENOR EN TIENDAS DE BRICOLAJE,Bricolaje,Hogar y reformas,Retail especializado,home_improvement,Ferretería y reformas,"Ferretería, bricolaje, materiales, saneamientos y equipamiento para reforma o mantenimiento del hogar.",True,display_label,12163,False
475201,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA,Ferretería,Hogar y reformas,Retail especializado,home_improvement,Ferretería y reformas,"Ferretería, bricolaje, materiales, saneamientos y equipamiento para reforma o mantenimiento del hogar.",True,display_label,75528,False
475206,COMERCIO AL POR MENOR DE MATERIAL ELECTRICO,Material eléctrico,Hogar y reformas,Retail especializado,home_improvement,Ferretería y reformas,"Ferretería, bricolaje, materiales, saneamientos y equipamiento para reforma o mantenimiento del hogar.",True,display_label,31386,False
475202,COMERCIO AL POR MENOR DE MATERIALES DE CONSTRUCCION,Materiales de construcción,Hogar y reformas,Retail especializado,home_improvement,Ferretería y reformas,"Ferretería, bricolaje, materiales, saneamientos y equipamiento para reforma o mantenimiento del hogar.",True,display_label,27809,False
475203,"COMERCIO AL POR MENOR DE PUERTAS, VENTANAS Y PERSIANAS",Puertas y ventanas,Hogar y reformas,Retail especializado,home_improvement,Ferretería y reformas,"Ferretería, bricolaje, materiales, saneamientos y equipamiento para reforma o mantenimiento del hogar.",True,display_label,38263,False
475205,COMERCIO AL POR MENOR DE SANEAMIENTOS,Saneamientos,Hogar y reformas,Retail especializado,home_improvement,Ferretería y reformas,"Ferretería, bricolaje, materiales, saneamientos y equipamiento para reforma o mantenimiento del hogar.",True,display_label,26575,False
641001,"INTERMEDIACION MONETARIA: BANCOS, CAJAS DE AHORRO",Banco y caja,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,display_label,259420,False
661002,CAMBIO Y ENVIO DE MONEDA,Cambio y envío de moneda,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,display_label,19000,False
642001,ACTIVIDADES DE LAS SOCIEDADES HOLDING,Finanzas y seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,web_category,1522,False
643001,"INVERSION COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES",Finanzas y seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,web_category,2083,False
649001,"OTROS SERVICIOS FINANCIEROS(ARRENDAMIENTO FINANCIERO, PRESTAMOS POR ENTIDADES NO FINANCIERAS), EXCEPTO SEGUROS Y FONDOS DE PENSIONES",Finanzas y seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,web_category,7367,False
652001,REASEGUROS,Finanzas y seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,web_category,1061,False
653001,FONDOS DE PENSIONES,Finanzas y seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,web_category,16,False
661001,"ADMINISTRACION DE MERCADOS FINANCIEROS, INTERMEDIACION EN OPERACIONES CON VALORES Y OTROS ACTIVOS",Finanzas y seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,web_category,5259,False
663001,ACTIVIDADES DE GESTION DE FONDOS,Finanzas y seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,web_category,1264,False
651001,SEGUROS,Seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,display_label,42727,False
662001,ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES,Servicios auxiliares seguros,Finanzas y seguros,Finanzas,finance_insurance,Finanzas y seguros,"Banca, seguros, cambio de divisa y servicios financieros presenciales.",True,display_label,17228,False
931009,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS,Club deportivo,Fitness y deporte,Deporte y ocio,fitness_sports,Fitness y deporte,"Gimnasios, clubes y centros de práctica deportiva.",True,display_label,24022,False
931008,ACTIVIDADES DE LOS GIMNASIOS,Gimnasio,Fitness y deporte,Deporte y ocio,fitness_sports,Fitness y deporte,"Gimnasios, clubes y centros de práctica deportiva.",True,display_label,91750,False
931001,GESTION DE INSTALACIONES DEPORTIVAS,Instalación deportiva,Fitness y deporte,Deporte y ocio,fitness_sports,Fitness y deporte,"Gimnasios, clubes y centros de práctica deportiva.",True,display_label,14232,False
855001,AUTOESCUELA,Autoescuela,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,57166,False
851004,CENTROS DE CUIDADO INFANTIL DE ASISTENCIA ESPORADICA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,137,False
851007,CENTROS PUBLICOS DE EDUCACION PRIMARIA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,5271,False
851008,CENTROS PRIVADOS DE EDUCACION PRIMARIA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,4576,False
851009,CENTROS PRIVADOS CONCERTADOS DE EDUCACION PRIMARIA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,2785,False
852001,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,33033,False
852002,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,15155,False
852003,CENTRO DE EDUCACION DE PERSONAS ADULTAS (CEPA),Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,6748,False
852004,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,15456,False
853001,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP",Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,17532,False
853002,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO",Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,20637,False
853003,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP",Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,17697,False
854001,EDUCACION UNIVERSITARIA PUBLICA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,14141,False
854002,EDUCACION UNIVERSITARIA PRIVADA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,9665,False
854003,EDUCACION TERCIARIA NO UNIVERSITARIA,Educación y formacion,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,11397,False
855002,"ENSEÑANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",Formación no reglada,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,251805,False
855003,ENSEÑANZA DE IDIOMAS,Idiomas,Formación,Educación,training_languages,Formación e idiomas,"Autoescuelas, idiomas y formación no reglada.",True,display_label,40715,False
472101,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,Frutería,Alimentación fresca,Alimentación,fresh_produce,Frutería y verdulería,"Locales especializados en fruta, verdura y hortaliza fresca.",True,display_label,22738,False
472102,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,Frutería,Alimentación fresca,Alimentación,fresh_produce,Frutería y verdulería,"Locales especializados en fruta, verdura y hortaliza fresca.",True,display_label,316109,False
473001,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS,Gasolinera,Servicios automoción,Automoción,fuel_station,Gasolinera y servicios automoción,Estaciones de servicio y formatos vinculados a repostaje o paso viario.,True,display_label,22020,False
475905,COMERCIO AL POR MENOR DE COLCHONERIA,Colchonería,Hogar y decoración,Retail especializado,home_decor,Hogar y decoración,"Muebles, textil hogar, iluminación, menaje y decoración.",True,display_label,22709,False
475907,COMERCIO AL POR MENOR DE ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTO ESPECIALIZADO,Hogar y menaje,Hogar y decoración,Retail especializado,home_decor,Hogar y decoración,"Muebles, textil hogar, iluminación, menaje y decoración.",True,display_label,37091,False
475906,COMERCIO AL POR MENOR DE APARATOS DE ILUMINACION,Iluminación,Hogar y decoración,Retail especializado,home_decor,Hogar y decoración,"Muebles, textil hogar, iluminación, menaje y decoración.",True,display_label,12520,False
475902,COMERCIO AL POR MENOR DE MENAJE DEL HOGAR,Menaje del hogar,Hogar y decoración,Retail especializado,home_decor,Hogar y decoración,"Muebles, textil hogar, iluminación, menaje y decoración.",True,display_label,20931,False
475901,COMERCIO AL POR MENOR DE MUEBLES,Muebles,Hogar y decoración,Retail especializado,home_decor,Hogar y decoración,"Muebles, textil hogar, iluminación, menaje y decoración.",True,display_label,95303,False
475903,COMERCIO AL POR MENOR DE MUEBLES DE COCINA,Muebles de cocina,Hogar y decoración,Retail especializado,home_decor,Hogar y decoración,"Muebles, textil hogar, iluminación, menaje y decoración.",True,display_label,35600,False
475101,COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR,Textil hogar,Hogar y decoración,Retail especializado,home_decor,Hogar y decoración,"Muebles, textil hogar, iluminación, menaje y decoración.",True,display_label,79320,False
491001,TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,1399,False
492001,TRANSPORTE DE MERCANCIAS POR FERROCARRIL,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,99,False
493001,"TRANSPORTE TERRESTRE URBANO (AUTOBUS, METRO, TAXI) O INTERURBANO (EXCEPTO POR FERROCARRIL)",Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,14218,False
494001,TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZAS,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,15591,False
521001,DEPOSITO Y ALMACENAMIENTO,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,203212,False
521002,DEPOSITO O ALMACEN DE APOYO MINORISTA PARA ALIMENTOS,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,190,False
522001,APARCAMIENTOS MIXTOS,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,4618,False
522002,APARCAMIENTOS PUBLICOS,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,50416,False
522003,APARCAMIENTOS PRIVADOS,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,43154,False
522004,ACTIVIDADES ANEXAS AL TRANSPORTE,Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,19175,False
532001,"SERVICIOS DE MENSAJERIA, ACTIVIDADES POSTALES Y DE CORREOS",Logística y movilidad,Logística y movilidad,Servicios,logistics_mobility,Logística y movilidad,"Mensajería, paquetería, almacenamiento ligero y otros servicios logísticos o de movilidad.",True,display_label,54577,False
477602,COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,Mascotas,Mascotas,Retail especializado,pet_retail,Mascotas,"Tiendas de animales, accesorios y alimentación para mascotas.",True,display_label,27964,False
477201,COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS,Calzado,Moda y complementos,Retail especializado,fashion_accessories,Moda y complementos,"Moda, calzado, joyería, relojería y complementos personales.",True,display_label,140390,False
477701,"COMERCIO AL POR MENOR DE JOYAS, RELOJERIA Y BISUTERIA",Joyería y relojería,Moda y complementos,Retail especializado,fashion_accessories,Moda y complementos,"Moda, calzado, joyería, relojería y complementos personales.",True,display_label,141966,False
477101,COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Moda,Moda y complementos,Retail especializado,fashion_accessories,Moda y complementos,"Moda, calzado, joyería, relojería y complementos personales.",True,display_label,548449,False
47800108,"SITUADOS: COMPLEMENTOS, BISUTERIA Y ARTESANIA",Moda y complementos,Moda y complementos,Retail especializado,fashion_accessories,Moda y complementos,"Moda, calzado, joyería, relojería y complementos personales.",True,web_category,9864,False
563003,BAR ESPECIAL CON ACTUACIONES,Bar especial con actuaciones,Bar y cafetería,Hostelería,nightlife,Ocio nocturno,"Discotecas, cafés espectáculo y locales nocturnos de consumo y entretenimiento.",True,display_label,10607,False
563007,CAFE ESPECTACULO,Café espectáculo,Ocio nocturno,Hostelería,nightlife,Ocio nocturno,"Discotecas, cafés espectáculo y locales nocturnos de consumo y entretenimiento.",True,display_label,15746,False
932006,DISCOTECAS Y SALAS DE BAILE,Discoteca,Ocio nocturno,Hostelería,nightlife,Ocio nocturno,"Discotecas, cafés espectáculo y locales nocturnos de consumo y entretenimiento.",True,display_label,24040,False
932002,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES SIN COCINA,Celebraciones infantiles,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,13199,False
920001,JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE),Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,62108,False
920002,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)",Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,45317,False
931002,PISCINAS DE USO PUBLICO DE TEMPORADA,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,16043,False
931003,PISCINAS DE USO PUBLLICO CLIMATIZADAS,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,18923,False
931004,PISCINAS PUBLICAS CLIMATIZADAS/TEMPORADA,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,311,False
931005,PISCINA PRIVADA DE TEMPORADA,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,1042,False
931006,PISCINA PRIVADA CLIMATIZADA,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,997,False
931007,PISCINA PRIVADA CLIMATIZADA/TEMPORADA,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,98,False
931010,PISCINAS DE COMUNIDADES DE VECINOS DE TEMPORADA,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,2663,False
931011,PISCINAS DE COMUNIDADES DE VECINOS CLIMATIZADAS,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,74,False
931012,ESTABLECIMIENTOS DE EQUITACION,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,238,False
932001,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,5931,False
932004,SALAS DE FIESTA CON RESTAURACION,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,2525,False
932005,SALAS DE FIESTA SIN RESTAURACION,Ocio y entretenimiento,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,5896,False
932007,SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS,Salón recreativo,Ocio y entretenimiento,Deporte y ocio,entertainment,Ocio y entretenimiento,"Salones recreativos, celebraciones y ocio presencial no nocturno.",True,display_label,17267,False
472401,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,Panadería,Panadería y pastelería,Alimentación,bakery_pastry,Panadería y pastelería,"Pan, bollería, pastelería, confitería y repostería.",True,display_label,134260,False
472402,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,Panadería,Panadería y pastelería,Alimentación,bakery_pastry,Panadería y pastelería,"Pan, bollería, pastelería, confitería y repostería.",True,display_label,100915,False
47800107,SITUADOS: CONFITERIA Y FRUTOS SECOS Y PATATAS FRITAS,Panadería y pastelería,Panadería y pastelería,Alimentación,bakery_pastry,Panadería y pastelería,"Pan, bollería, pastelería, confitería y repostería.",True,display_label,271,False
472403,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",Pastelería y repostería,Panadería y pastelería,Alimentación,bakery_pastry,Panadería y pastelería,"Pan, bollería, pastelería, confitería y repostería.",True,display_label,41458,False
472404,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",Pastelería y repostería,Panadería y pastelería,Alimentación,bakery_pastry,Panadería y pastelería,"Pan, bollería, pastelería, confitería y repostería.",True,display_label,51966,False
472405,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",Pastelería y repostería,Panadería y pastelería,Alimentación,bakery_pastry,Panadería y pastelería,"Pan, bollería, pastelería, confitería y repostería.",True,display_label,45753,False
472301,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS CON OBRADOR (INCLUYE COCCION),Pescadería,Alimentación fresca,Alimentación,fish_shop,Pescadería y marisquería,"Venta especializada de pescado, marisco y productos del mar.",True,display_label,10818,False
472302,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescadería,Alimentación fresca,Alimentación,fish_shop,Pescadería y marisquería,"Venta especializada de pescado, marisco y productos del mar.",True,display_label,114162,False
561002,RESTAURANTES DE COMIDA RAPIDA,Comida rápida,Restauración,Hostelería,restaurant,Restaurante,"Restaurantes, comida rápida y formatos de restauración con cocina principal.",True,display_label,72198,False
561003,AUTOSERVICIO DE RESTAURACION,Hostelería especializada,Restauración,Hostelería,restaurant,Restaurante,"Restaurantes, comida rápida y formatos de restauración con cocina principal.",True,web_category,4921,False
561008,VENDEDOR AMBULANTE DE ALIMENTOS PREPARADOS PARA SU CONSUMO INMEDIATO,Hostelería especializada,Restauración,Hostelería,restaurant,Restaurante,"Restaurantes, comida rápida y formatos de restauración con cocina principal.",True,web_category,743,False
562904,SERVICIOS DE COMEDOR EN CENTROS DE ACTIVIDADES DE SERVICIOS SOCIALES,Hostelería especializada,Restauración,Hostelería,restaurant,Restaurante,"Restaurantes, comida rápida y formatos de restauración con cocina principal.",True,web_category,8593,False
